Product Id,Product Brand,Product Category,Product Name,Product Price,Product Rating,Product Reviews Count,Retailer,Product Tags,Main Category,Price Segment
6fd21bf8e43c3487881a9ffb6b308fa3,Nykaa Cosmetics,Makeup > Face > Blush,Nykaa Pout Perfect Lip & Cheek Velvet Matte Crayon Lipstick - Brick Me Red 04,299.0,4.0,714.0,nykaa.com,"Nykaa Pout Perfect Lip & Cheek Crayon - Brick Me Red 04, Makeup, Lips, Lip Crayons",Makeup,Budget
578e2805601e2928d50841260ec98b86,PAC,Makeup > Eyes > Under Eye Concealer,PAC Take Cover Concealer - 05 Caramel Touch,495.0,4.4,102.0,nykaa.com,"PAC Take Cover Concealer - 05 Caramel Touch, Makeup, Face, Concealer",Makeup,Budget
df7cd5233a173a8eddcfb88aa33afd2f,Kiko Milano,Makeup > Face > Bronzer,Kiko Milano Flawless Fusion Bronzer Powder - 05 Biscuit,1290.0,3.9,37.0,nykaa.com,"Kiko Milano Flawless Fusion Bronzer Powder - 05 Biscuit, Makeup, Face, Bronzer",Makeup,Mid-range
5457427ba0cc43f66292d7b8e50f0b7a,Cinthol,Men's Store > Skin Care > Facewash,Cinthol Shave + Face Wash - Cool Wave,60.0,4.3,4.0,nykaa.com,"Cinthol Shave + Face Wash - Cool Wave, Men's Store, Skin Care, Face Wash",Men's Store,Budget
084de4e4ad20c8b5c2e960c2238e9e91,M.A.C,Nykaa Luxe > Makeup > Palettes > Eye Palette,M.A.C Eye Shadow X 9 - Amber Times Nine,3700.0,4.5,140.0,nykaa.com,"M.A.C Eye Shadow X 9 - Amber Times Nine, Nykaa Luxe , Makeup , Eyes , Eye Shadow",Nykaa Luxe,Premium
426643704ebc835a683b76c78d05ea4c,Guerlain,Makeup > Eyes > Under Eye Concealer,Guerlain Parure Gold Precious Light Concealer - 02 Precious Light,3250.0,4.5,1.0,nykaa.com,"Guerlain Parure Gold Precious Light Concealer - 02 Precious Light,Nykaa Luxe, Makeup, Face, Concealer",Makeup,Premium
e8549b26275b5c59018c8025895178e5,LYN,Makeup > Nails > Nail Polish,LYN Lacquers - Stripped,350.0,3.5,20.0,nykaa.com,"LYN Lacquers - Stripped, Makeup, Nails, Nailpolish",Makeup,Budget
68b40c118f9d5239dd037961763290fe,Disney,Mom & Baby > Kids Care > Kids Makeup,Disney Frozen Nail Polish - Golden Gloss,100.0,4.1,44.0,nykaa.com,"Disney Frozen Nail Polish - Golden Gloss, Makeup, Nails, Nail Polish, Mom & Baby, Baby Care, Miscellaneous",Mom & Baby,Budget
358d0b4438ed8ca34e7740ee5a470a41,DIOR,Makeup > Eyes > Kajal,DIOR Diorshow High Intensity Khol Pencil - 099 Black khol,2100.0,5.0,1.0,nykaa.com,"DIOR Diorshow High Intensity Khol Pencil - 099 Black khol, Nykaa Luxe, Makeup, Eyes, Eyeliner",Makeup,Premium
d3a6c39968b2db27b2b40aad317e3b8c,VLCC,,VLCC Insta Fair & Glow Mulberry & Licorice Fairness Cream with SPF 15,50.0,4.0,301.0,nykaa.com,VLCC Insta Fair & Glow Mulberry & Licorice Fairness Cream with SPF 15,,Budget
d39a482011e096e8af8d02c39a770801,Olivia,Skin > Kits & Combos > Facial Kits,Olivia Shiner Bleach,80.0,4.2,19.0,nykaa.com,"Olivia Shiner Bleach (30gm), Skin, Masks, Masks & Peels, Skin, Kits & Combos, Combos @ Nykaa, Skin, Shop By Concern, Anti Aging, Skin, Shop By Concern, Dull Skin Treatment, Skin, Shop By Concern, Tan Removal, Skin, Kits & Combos, Facial Kits",Skin,Budget
d5241c006a698a3cf8d8cc56425b6242,Huda Beauty,Nykaa Luxe > Makeup > Face > Bronzer,Huda Beauty Tantour - Rich,2125.0,4.8,40.0,nykaa.com,"Huda Beauty Tantour - Rich, Nykaa Lux, Makeup, Face, Bronzer",Nykaa Luxe,Premium
